building_id,sensor_id,timestamp,total_kwh,hvac_kwh,lighting_kwh,plug_load_kwh,other_kwh,outdoor_temp_c,occupancy_count
BLD-HQ-01,MAIN-METER-01,2026-07-14 19:00:00,201.24,78.31,40.33,51.32,29.43,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 19:15:00,200.54,74.65,41.1,49.88,29.06,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 19:30:00,200.93,83.99,41.43,51.14,30.75,0.38,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 19:45:00,201.32,82.09,40.5,51.68,30.39,0.35,1
BLD-HQ-01,MAIN-METER-01,2026-07-14 20:00:00,201.71,79.19,42.68,50.79,30.8,0.32,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 20:15:00,202.09,79.86,40.25,49.73,30.36,0.3,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 20:30:00,203.07,77.53,41.84,50.97,30.13,0.32,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 20:45:00,204.05,78.9,41.99,52.52,29.86,0.35,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 21:00:00,205.03,82.6,40.08,50.59,31.35,0.38,1
BLD-HQ-01,MAIN-METER-01,2026-07-14 21:15:00,206.01,81.27,41.97,55.1,32.3,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 21:30:00,209.38,80.46,40.67,54.03,32.91,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 21:45:00,212.74,85.0,42.25,54.04,33.15,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 22:00:00,216.11,85.87,44.44,54.23,33.73,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 22:15:00,219.47,88.1,42.42,56.59,33.21,0.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 22:30:00,224.15,93.48,45.03,56.76,33.55,0.43,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 22:45:00,228.82,87.55,47.3,57.39,36.82,0.45,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 23:00:00,233.5,94.53,45.75,59.36,33.85,0.48,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 23:15:00,238.17,98.11,45.57,60.51,36.07,0.5,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 23:30:00,242.18,97.42,47.9,59.03,35.68,0.52,0
BLD-HQ-01,MAIN-METER-01,2026-07-14 23:45:00,246.18,100.45,52.51,64.2,34.82,0.55,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 00:00:00,250.18,96.97,50.16,63.89,37.05,0.57,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 00:15:00,254.19,95.52,51.17,61.96,39.67,0.6,1
BLD-HQ-01,MAIN-METER-01,2026-07-15 00:30:00,256.85,102.32,51.93,63.3,38.63,0.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 00:45:00,259.51,104.2,51.15,63.88,39.17,0.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 01:00:00,262.18,104.83,51.97,66.15,40.46,0.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 01:15:00,264.84,99.86,55.46,68.05,39.69,0.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 01:30:00,266.36,106.79,53.63,70.0,39.71,0.65,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 01:45:00,267.87,96.66,55.49,66.62,40.5,0.7,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 02:00:00,269.38,104.42,53.46,66.48,39.7,0.75,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 02:15:00,270.9,111.13,52.34,70.48,39.85,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 02:30:00,271.33,108.74,57.27,68.8,42.01,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 02:45:00,271.77,105.26,58.32,67.84,39.86,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 03:00:00,272.21,114.51,54.85,68.69,42.47,0.8,1
BLD-HQ-01,MAIN-METER-01,2026-07-15 03:15:00,272.64,109.69,52.97,70.02,40.43,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 03:30:00,272.26,105.84,54.69,72.06,39.59,0.85,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 03:45:00,271.88,112.14,56.75,65.34,41.62,0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 04:00:00,271.5,112.0,54.26,69.7,41.61,0.95,1
BLD-HQ-01,MAIN-METER-01,2026-07-15 04:15:00,271.12,106.13,56.66,66.96,40.16,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 04:30:00,270.25,108.77,54.82,70.7,41.17,1.02,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 04:45:00,269.38,110.03,55.23,67.46,40.27,1.05,1
BLD-HQ-01,MAIN-METER-01,2026-07-15 05:00:00,268.51,113.0,52.37,65.74,41.01,1.08,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 05:15:00,267.64,107.14,53.23,68.54,40.69,1.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 05:30:00,266.66,103.55,53.97,66.03,39.13,1.15,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 05:45:00,265.68,106.01,49.77,65.54,41.32,1.2,3
BLD-HQ-01,MAIN-METER-01,2026-07-15 06:00:00,264.69,100.22,53.88,67.09,39.54,1.25,6
BLD-HQ-01,MAIN-METER-01,2026-07-15 06:15:00,263.71,100.01,52.15,67.11,40.01,1.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 06:30:00,263.22,98.77,55.46,63.57,39.42,1.3,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 06:45:00,262.73,102.09,52.52,64.23,38.86,1.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 07:00:00,262.25,102.88,50.48,65.94,37.88,1.3,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 07:15:00,261.76,102.5,50.99,65.1,40.65,1.3,9
BLD-HQ-01,MAIN-METER-01,2026-07-15 07:30:00,261.5,104.9,52.53,64.04,37.32,1.25,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 07:45:00,261.23,108.42,54.37,65.9,39.75,1.2,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 08:00:00,260.97,107.96,53.42,65.0,41.87,1.15,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 08:15:00,260.71,109.37,52.16,64.42,38.07,1.1,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 08:30:00,259.99,104.25,51.17,66.98,40.8,1.12,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 08:45:00,259.28,98.09,52.09,64.4,37.83,1.15,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 09:00:00,258.57,99.2,48.32,63.69,39.08,1.18,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 09:15:00,257.85,101.86,53.2,64.31,38.4,1.2,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 09:30:00,257.04,99.78,51.7,62.42,36.82,1.1,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 09:45:00,256.23,105.71,51.6,65.33,39.19,1.0,5
BLD-HQ-01,MAIN-METER-01,2026-07-15 10:00:00,255.42,103.87,49.76,62.78,38.53,0.9,6
BLD-HQ-01,MAIN-METER-01,2026-07-15 10:15:00,254.61,105.26,50.88,62.35,38.2,0.8,5
BLD-HQ-01,MAIN-METER-01,2026-07-15 10:30:00,254.87,99.68,50.14,66.23,37.67,0.78,2
BLD-HQ-01,MAIN-METER-01,2026-07-15 10:45:00,255.13,109.79,51.34,66.13,38.17,0.75,3
BLD-HQ-01,MAIN-METER-01,2026-07-15 11:00:00,255.38,105.36,51.87,62.42,36.93,0.72,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 11:15:00,255.64,102.91,50.46,64.31,36.42,0.7,6
BLD-HQ-01,MAIN-METER-01,2026-07-15 11:30:00,254.48,102.57,50.41,63.9,36.52,0.68,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 11:45:00,253.33,103.58,51.61,65.25,38.75,0.65,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 12:00:00,252.17,98.83,49.61,65.63,37.71,0.62,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 12:15:00,251.01,103.1,49.92,61.32,37.47,0.6,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 12:30:00,248.08,98.79,50.72,59.74,35.17,0.6,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 12:45:00,245.16,95.55,48.7,63.81,36.53,0.6,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 13:00:00,242.23,97.29,47.36,60.42,35.97,0.6,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 13:15:00,239.31,94.93,46.05,58.84,35.9,0.6,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 13:30:00,235.89,90.65,47.43,60.39,35.17,0.6,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 13:45:00,232.46,90.47,46.54,56.87,34.72,0.6,7
BLD-HQ-01,MAIN-METER-01,2026-07-15 14:00:00,229.04,88.92,45.63,57.07,34.16,0.6,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 14:15:00,225.62,92.75,44.62,59.51,34.07,0.6,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 14:30:00,222.42,85.89,44.65,57.02,33.67,0.55,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 14:45:00,219.22,92.64,45.77,54.52,32.77,0.5,8
BLD-HQ-01,MAIN-METER-01,2026-07-15 15:00:00,216.02,85.82,42.46,53.51,31.25,0.45,6
BLD-HQ-01,MAIN-METER-01,2026-07-15 15:15:00,212.82,89.95,42.07,54.42,32.46,0.4,4
BLD-HQ-01,MAIN-METER-01,2026-07-15 15:30:00,210.47,83.87,40.63,53.97,30.47,0.32,3
BLD-HQ-01,MAIN-METER-01,2026-07-15 15:45:00,208.13,82.69,41.84,51.08,29.47,0.25,3
BLD-HQ-01,MAIN-METER-01,2026-07-15 16:00:00,205.78,81.45,39.73,52.76,29.4,0.18,2
BLD-HQ-01,MAIN-METER-01,2026-07-15 16:15:00,203.44,82.59,41.81,51.92,31.91,0.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 16:30:00,202.05,81.73,39.25,51.56,29.64,0.02,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 16:45:00,200.66,75.08,38.01,52.17,30.44,-0.05,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 17:00:00,199.28,78.8,40.21,52.99,30.37,-0.13,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 17:15:00,197.89,76.12,39.52,49.67,29.24,-0.2,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 17:30:00,196.93,81.22,40.05,47.95,30.21,-0.28,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 17:45:00,195.97,78.02,37.8,49.82,28.93,-0.35,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 18:00:00,195.0,78.84,38.34,48.3,28.24,-0.42,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 18:15:00,194.04,75.8,39.17,50.4,30.02,-0.5,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 18:30:00,193.61,77.92,38.12,48.19,28.88,-0.55,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 18:45:00,193.19,77.96,38.31,49.35,29.54,-0.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 19:00:00,192.76,76.04,36.2,48.54,27.69,-0.65,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 19:15:00,192.34,80.16,37.42,47.86,28.93,-0.7,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 19:30:00,192.57,76.28,38.72,48.32,28.92,-0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 19:45:00,192.81,77.81,38.26,47.97,29.63,-0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 20:00:00,193.04,81.65,38.0,50.24,29.06,-1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 20:15:00,193.28,77.64,39.17,46.18,27.26,-1.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 20:30:00,193.39,80.0,37.6,50.85,27.79,-1.23,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 20:45:00,193.5,80.17,38.96,47.38,28.64,-1.35,1
BLD-HQ-01,MAIN-METER-01,2026-07-15 21:00:00,193.61,75.97,39.13,48.6,28.39,-1.48,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 21:15:00,193.72,77.7,39.16,49.03,30.27,-1.6,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 21:30:00,195.95,76.11,38.89,47.16,29.98,-1.65,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 21:45:00,198.17,80.91,41.21,47.46,29.99,-1.7,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 22:00:00,200.4,82.02,42.06,48.76,29.23,-1.75,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 22:15:00,202.63,82.56,38.75,52.14,30.43,-1.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 22:30:00,206.75,87.63,40.8,52.86,30.6,-1.82,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 22:45:00,210.86,85.44,43.62,52.31,31.15,-1.85,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 23:00:00,214.98,83.91,41.86,54.59,32.36,-1.88,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 23:15:00,219.09,87.24,44.12,53.7,33.23,-1.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 23:30:00,223.47,85.11,42.94,56.3,34.12,-1.85,0
BLD-HQ-01,MAIN-METER-01,2026-07-15 23:45:00,227.84,95.09,42.31,55.39,33.26,-1.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 00:00:00,232.22,89.11,44.67,59.82,35.34,-1.75,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 00:15:00,236.59,94.59,48.77,59.79,35.7,-1.7,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 00:30:00,240.61,90.81,50.04,61.19,34.54,-1.62,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 00:45:00,244.63,96.89,49.33,60.13,37.23,-1.55,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 01:00:00,248.65,95.7,50.59,61.86,38.91,-1.48,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 01:15:00,252.66,101.35,51.05,62.64,37.49,-1.4,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 01:30:00,257.02,103.69,52.67,63.98,39.09,-1.32,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 01:45:00,261.38,102.38,52.07,63.64,38.41,-1.25,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 02:00:00,265.75,106.43,50.4,66.17,40.6,-1.18,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 02:15:00,270.11,108.25,55.82,66.7,42.39,-1.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 02:30:00,274.58,107.76,55.61,70.07,42.21,-1.08,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 02:45:00,279.06,114.1,56.51,68.34,43.4,-1.05,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 03:00:00,283.53,113.95,59.36,76.87,43.66,-1.02,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 03:15:00,288.01,111.59,59.2,71.04,44.81,-1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 03:30:00,291.41,119.4,57.44,71.75,41.82,-0.98,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 03:45:00,294.8,121.35,57.74,72.19,45.1,-0.95,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 04:00:00,298.2,122.05,62.0,68.99,43.61,-0.92,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 04:15:00,301.6,115.15,61.73,76.7,45.64,-0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 04:30:00,304.06,123.26,62.88,77.03,46.44,-0.92,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 04:45:00,306.51,123.23,63.39,74.88,45.62,-0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 05:00:00,308.97,117.54,61.14,77.54,43.96,-0.98,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 05:15:00,311.43,123.64,61.86,79.87,44.53,-1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 05:30:00,313.14,124.15,62.67,77.87,45.89,-0.88,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 05:45:00,314.86,126.81,63.72,79.76,45.42,-0.75,3
BLD-HQ-01,MAIN-METER-01,2026-07-16 06:00:00,316.57,122.74,62.88,77.1,47.28,-0.62,6
BLD-HQ-01,MAIN-METER-01,2026-07-16 06:15:00,318.29,128.01,63.91,82.72,47.05,-0.5,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 06:30:00,320.67,130.04,62.64,77.07,48.17,-0.45,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 06:45:00,323.05,132.82,66.47,78.55,49.34,-0.4,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 07:00:00,325.44,131.02,62.9,81.36,48.56,-0.35,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 07:15:00,327.82,125.5,65.63,78.6,48.85,-0.3,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 07:30:00,329.21,132.72,65.65,85.36,47.5,-0.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 07:45:00,330.59,134.36,68.29,85.12,49.64,-0.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 08:00:00,331.98,128.34,63.76,83.89,49.7,-0.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 08:15:00,333.36,133.71,68.19,78.65,51.13,-0.3,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 08:30:00,331.9,133.7,65.54,82.98,50.5,-0.18,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 08:45:00,330.43,134.21,64.62,84.67,49.7,-0.05,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 09:00:00,328.97,130.37,65.28,85.19,48.28,0.08,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 09:15:00,327.5,127.29,64.79,82.91,50.38,0.2,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 09:30:00,325.43,129.38,64.32,76.44,47.79,0.22,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 09:45:00,323.36,128.76,64.7,77.47,46.56,0.25,6
BLD-HQ-01,MAIN-METER-01,2026-07-16 10:00:00,321.3,125.1,68.46,80.58,47.51,0.28,5
BLD-HQ-01,MAIN-METER-01,2026-07-16 10:15:00,319.23,129.98,60.75,81.17,46.49,0.3,5
BLD-HQ-01,MAIN-METER-01,2026-07-16 10:30:00,318.34,129.68,64.31,79.14,44.91,0.25,2
BLD-HQ-01,MAIN-METER-01,2026-07-16 10:45:00,317.45,117.84,62.63,78.67,47.95,0.2,2
BLD-HQ-01,MAIN-METER-01,2026-07-16 11:00:00,316.56,129.08,63.97,77.45,48.0,0.15,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 11:15:00,315.67,125.04,61.59,82.76,46.71,0.1,6
BLD-HQ-01,MAIN-METER-01,2026-07-16 11:30:00,314.11,129.68,62.5,79.25,47.85,0.25,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 11:45:00,312.55,126.89,63.25,83.09,45.99,0.4,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 12:00:00,310.99,125.09,62.04,75.94,43.09,0.55,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 12:15:00,309.43,117.63,63.45,73.8,47.78,0.7,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 12:30:00,304.9,115.42,60.06,74.68,44.39,0.8,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 12:45:00,300.38,118.07,58.06,75.57,44.41,0.9,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 13:00:00,295.85,115.17,57.4,73.5,46.26,1.0,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 13:15:00,291.33,119.48,59.4,73.98,45.2,1.1,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 13:30:00,286.03,111.44,60.1,69.34,43.03,1.12,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 13:45:00,280.73,113.66,54.95,69.0,40.58,1.15,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 14:00:00,275.43,115.56,54.03,68.98,41.67,1.18,9
BLD-HQ-01,MAIN-METER-01,2026-07-16 14:15:00,270.13,104.86,54.87,66.15,41.67,1.2,9
BLD-HQ-01,MAIN-METER-01,2026-07-16 14:30:00,265.99,111.09,53.19,65.91,39.26,1.38,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 14:45:00,261.84,108.18,52.97,62.15,40.74,1.55,8
BLD-HQ-01,MAIN-METER-01,2026-07-16 15:00:00,257.69,108.31,52.83,67.13,38.78,1.72,7
BLD-HQ-01,MAIN-METER-01,2026-07-16 15:15:00,253.54,101.53,52.52,66.39,38.22,1.9,3
BLD-HQ-01,MAIN-METER-01,2026-07-16 15:30:00,250.61,101.86,50.66,61.08,37.89,1.7,2
BLD-HQ-01,MAIN-METER-01,2026-07-16 15:45:00,247.69,93.56,48.19,64.03,36.22,1.5,4
BLD-HQ-01,MAIN-METER-01,2026-07-16 16:00:00,244.76,99.48,48.69,62.62,38.3,1.3,3
BLD-HQ-01,MAIN-METER-01,2026-07-16 16:15:00,241.84,95.24,48.51,62.15,37.55,1.1,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 16:30:00,240.24,97.07,50.14,57.22,35.18,1.08,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 16:45:00,238.65,94.57,48.24,57.78,35.41,1.05,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 17:00:00,237.05,95.96,47.78,56.62,34.24,1.02,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 17:15:00,235.46,95.01,47.5,58.47,32.63,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 17:30:00,234.98,91.47,46.82,58.37,34.05,0.98,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 17:45:00,234.51,91.35,47.03,62.24,35.57,0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 18:00:00,234.04,98.11,46.13,54.88,34.38,0.92,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 18:15:00,233.57,98.73,46.05,59.36,32.45,0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 18:30:00,234.93,98.27,46.88,59.61,35.99,0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 18:45:00,236.29,93.46,47.03,56.88,34.14,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 19:00:00,237.66,92.13,46.22,59.32,35.67,1.05,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 19:15:00,239.02,101.76,46.39,62.23,34.74,1.1,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 19:30:00,243.16,98.42,47.8,61.42,37.15,1.15,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 19:45:00,247.31,99.05,52.03,62.57,36.44,1.2,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 20:00:00,251.45,106.53,50.56,62.23,37.55,1.25,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 20:15:00,255.6,101.04,48.3,62.55,37.65,1.3,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 20:30:00,260.74,106.38,52.85,66.71,39.67,1.23,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 20:45:00,265.89,108.8,53.62,63.37,40.49,1.15,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 21:00:00,271.04,109.86,52.41,71.25,40.83,1.08,1
BLD-HQ-01,MAIN-METER-01,2026-07-16 21:15:00,276.19,115.3,55.65,67.94,44.0,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 21:30:00,281.34,112.81,55.46,71.09,41.63,0.98,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 21:45:00,286.5,115.26,56.92,71.81,41.25,0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 22:00:00,291.66,116.68,58.61,71.98,44.42,0.92,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 22:15:00,296.82,117.04,60.65,76.57,44.5,0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 22:30:00,300.74,123.06,60.78,76.73,45.22,0.88,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 22:45:00,304.67,125.48,63.02,74.8,46.12,0.85,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 23:00:00,308.6,120.02,63.73,75.41,47.91,0.82,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 23:15:00,312.53,132.25,63.87,81.06,49.14,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 23:30:00,315.55,119.34,61.79,73.42,46.68,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-16 23:45:00,318.57,128.96,66.12,76.48,49.07,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 00:00:00,321.59,128.9,64.58,84.07,45.84,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 00:15:00,324.61,131.85,66.87,77.99,48.2,0.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 00:30:00,328.48,127.19,66.82,84.2,49.33,0.85,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 00:45:00,332.35,136.18,67.18,84.68,50.04,0.9,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 01:00:00,336.22,133.75,67.82,82.42,47.95,0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 01:15:00,340.08,135.06,66.44,86.48,51.38,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 01:30:00,343.41,143.31,66.73,83.97,50.85,0.98,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 01:45:00,346.73,137.63,72.49,81.83,50.88,0.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 02:00:00,350.05,145.27,74.12,89.28,53.21,0.92,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 02:15:00,353.37,137.39,68.81,88.74,52.7,0.9,1
BLD-HQ-01,MAIN-METER-01,2026-07-17 02:30:00,355.91,133.7,69.83,90.8,54.43,1.0,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 02:45:00,358.44,148.55,72.04,90.98,51.3,1.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 03:00:00,360.98,146.73,74.42,91.1,54.74,1.2,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 03:15:00,363.51,146.65,73.5,91.47,56.32,1.3,1
BLD-HQ-01,MAIN-METER-01,2026-07-17 03:30:00,366.09,145.23,74.33,92.04,54.74,1.42,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 03:45:00,368.66,146.6,74.4,94.28,58.23,1.55,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 04:00:00,371.24,144.63,70.42,92.48,56.29,1.68,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 04:15:00,373.81,145.21,73.89,92.67,56.13,1.8,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 04:30:00,376.52,153.84,72.51,94.95,55.94,1.88,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 04:45:00,379.23,155.72,71.88,98.79,57.33,1.95,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 05:00:00,381.93,149.55,73.88,90.87,56.5,2.02,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 05:15:00,384.64,157.26,75.53,99.16,58.14,2.1,0
BLD-HQ-01,MAIN-METER-01,2026-07-17 05:30:00,385.85,145.87,74.42,97.49,57.34,2.02,1
