event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0044227,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0093,2026-08-27 07:14:27,True,False,
EVT-0075613,AP-05,Executive Wing Door,ZN-08,medium,EMP-0075,2026-08-27 07:18:30,True,False,
EVT-0067045,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0084,2026-08-27 07:21:50,True,False,
EVT-0067044,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0200,2026-08-27 07:24:41,True,False,
EVT-0044228,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0070,2026-08-27 07:27:52,True,False,
EVT-0075614,AP-05,Executive Wing Door,ZN-08,medium,EMP-0065,2026-08-27 07:33:01,True,False,
EVT-0021506,AP-01,Main Entrance,ZN-06,low,EMP-0209,2026-08-27 07:34:52,True,False,
EVT-0067046,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0154,2026-08-27 07:36:04,True,False,
EVT-0088146,AP-07,Emergency Exit - East,,medium,EMP-0094,2026-08-27 07:40:07,True,False,
EVT-0021508,AP-01,Main Entrance,ZN-06,low,EMP-0140,2026-08-27 07:41:35,True,False,
EVT-0067047,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0099,2026-08-27 07:43:42,True,False,
EVT-0021509,AP-01,Main Entrance,ZN-06,low,EMP-0184,2026-08-27 07:43:47,True,False,
EVT-0021507,AP-01,Main Entrance,ZN-06,low,EMP-0129,2026-08-27 07:43:57,True,False,
EVT-0021510,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-08-27 07:45:46,False,False,
EVT-0069406,AP-04,Server Room Door,ZN-07,high,EMP-0030,2026-08-27 07:45:55,False,True,unauthorized_restricted_zone_access
EVT-0075615,AP-05,Executive Wing Door,ZN-08,medium,EMP-0217,2026-08-27 07:46:08,True,False,
EVT-0021511,AP-01,Main Entrance,ZN-06,low,EMP-0020,2026-08-27 07:46:22,True,False,
EVT-0088147,AP-07,Emergency Exit - East,,medium,EMP-0056,2026-08-27 07:48:12,True,False,
EVT-0067048,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0148,2026-08-27 07:50:19,True,False,
EVT-0021512,AP-01,Main Entrance,ZN-06,low,EMP-0111,2026-08-27 07:52:27,True,False,
EVT-0044229,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0003,2026-08-27 07:52:35,True,False,
EVT-0067049,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0181,2026-08-27 07:53:55,True,False,
EVT-0044230,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0200,2026-08-27 07:56:46,True,False,
EVT-0021514,AP-01,Main Entrance,ZN-06,low,EMP-0085,2026-08-27 07:56:51,True,False,
EVT-0081797,AP-06,Loading Dock,,medium,EMP-0083,2026-08-27 07:57:52,True,False,
EVT-0021515,AP-01,Main Entrance,ZN-06,low,EMP-0054,2026-08-27 07:58:07,True,False,
EVT-0021513,AP-01,Main Entrance,ZN-06,low,EMP-0065,2026-08-27 07:58:15,True,False,
EVT-0067050,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0174,2026-08-27 07:59:59,True,False,
EVT-0044231,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0110,2026-08-27 08:01:18,True,False,
EVT-0067051,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0112,2026-08-27 08:02:20,True,False,
EVT-0021517,AP-01,Main Entrance,ZN-06,low,EMP-0107,2026-08-27 08:02:35,True,False,
EVT-0021516,AP-01,Main Entrance,ZN-06,low,EMP-0158,2026-08-27 08:03:00,True,False,
EVT-0069407,AP-04,Server Room Door,ZN-07,high,EMP-0051,2026-08-27 08:03:53,False,True,unauthorized_restricted_zone_access
EVT-0044232,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0210,2026-08-27 08:04:13,True,False,
EVT-0067053,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0103,2026-08-27 08:05:34,True,False,
EVT-0021518,AP-01,Main Entrance,ZN-06,low,EMP-0133,2026-08-27 08:05:53,True,False,
EVT-0067052,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0054,2026-08-27 08:09:54,True,False,
EVT-0088148,AP-07,Emergency Exit - East,,medium,EMP-0202,2026-08-27 08:10:54,True,False,
EVT-0044233,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0158,2026-08-27 08:12:20,True,False,
EVT-0067054,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0163,2026-08-27 08:18:46,False,False,
EVT-0088149,AP-07,Emergency Exit - East,,medium,EMP-0037,2026-08-27 08:20:03,True,False,
EVT-0067055,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0041,2026-08-27 08:23:16,True,False,
EVT-0088150,AP-07,Emergency Exit - East,,medium,EMP-0189,2026-08-27 08:26:39,True,False,
EVT-0021519,AP-01,Main Entrance,ZN-06,low,EMP-0156,2026-08-27 08:27:52,True,False,
EVT-0067057,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0119,2026-08-27 08:30:01,True,False,
EVT-0081798,AP-06,Loading Dock,,medium,EMP-0172,2026-08-27 08:30:15,True,False,
EVT-0021520,AP-01,Main Entrance,ZN-06,low,EMP-0200,2026-08-27 08:30:28,True,False,
EVT-0021521,AP-01,Main Entrance,ZN-06,low,EMP-0203,2026-08-27 08:30:36,True,False,
EVT-0044237,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-08-27 08:31:05,True,False,
EVT-0067060,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0142,2026-08-27 08:31:07,True,False,
EVT-0044235,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0080,2026-08-27 08:31:41,True,False,
EVT-0067059,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0079,2026-08-27 08:32:37,True,False,
EVT-0067056,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0004,2026-08-27 08:32:38,True,False,
EVT-0044234,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0206,2026-08-27 08:33:17,True,False,
EVT-0067058,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0051,2026-08-27 08:33:49,True,False,
EVT-0081799,AP-06,Loading Dock,,medium,EMP-0185,2026-08-27 08:34:20,True,False,
EVT-0044236,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0088,2026-08-27 08:34:38,True,False,
EVT-0067061,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0146,2026-08-27 08:34:38,True,False,
EVT-0021522,AP-01,Main Entrance,ZN-06,low,EMP-0155,2026-08-27 08:35:02,True,False,
EVT-0088151,AP-07,Emergency Exit - East,,medium,EMP-0131,2026-08-27 08:35:03,True,False,
EVT-0067069,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0045,2026-08-27 08:35:18,True,False,
EVT-0067062,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0144,2026-08-27 08:35:20,True,False,
EVT-0044240,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0099,2026-08-27 08:35:26,True,False,
EVT-0021524,AP-01,Main Entrance,ZN-06,low,EMP-0020,2026-08-27 08:35:54,True,False,
EVT-0067067,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0106,2026-08-27 08:36:10,True,False,
EVT-0069408,AP-04,Server Room Door,ZN-07,high,EMP-0020,2026-08-27 08:36:32,False,True,unauthorized_restricted_zone_access
EVT-0081800,AP-06,Loading Dock,,medium,EMP-0163,2026-08-27 08:36:54,True,False,
EVT-0044241,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0016,2026-08-27 08:37:05,True,False,
EVT-0067065,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0059,2026-08-27 08:37:08,True,False,
EVT-0067066,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0199,2026-08-27 08:37:17,True,False,
EVT-0067068,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0174,2026-08-27 08:37:17,True,False,
EVT-0067070,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0007,2026-08-27 08:37:26,True,False,
EVT-0044238,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0050,2026-08-27 08:37:32,True,False,
EVT-0021523,AP-01,Main Entrance,ZN-06,low,EMP-0186,2026-08-27 08:37:43,True,False,
EVT-0021526,AP-01,Main Entrance,ZN-06,low,EMP-0117,2026-08-27 08:37:55,True,False,
EVT-0081801,AP-06,Loading Dock,,medium,EMP-0208,2026-08-27 08:38:10,True,False,
EVT-0067064,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0099,2026-08-27 08:38:39,True,False,
EVT-0067063,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0056,2026-08-27 08:39:00,True,False,
EVT-0021525,AP-01,Main Entrance,ZN-06,low,EMP-0127,2026-08-27 08:39:04,True,False,
EVT-0044239,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0070,2026-08-27 08:39:11,True,False,
EVT-0081802,AP-06,Loading Dock,,medium,EMP-0185,2026-08-27 08:40:28,True,False,
EVT-0067075,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0160,2026-08-27 08:40:44,True,False,
EVT-0044243,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0115,2026-08-27 08:40:50,True,False,
EVT-0075617,AP-05,Executive Wing Door,ZN-08,medium,EMP-0160,2026-08-27 08:41:14,True,False,
EVT-0044244,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0015,2026-08-27 08:41:18,True,False,
EVT-0021532,AP-01,Main Entrance,ZN-06,low,EMP-0099,2026-08-27 08:41:39,True,False,
EVT-0044242,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0195,2026-08-27 08:42:06,True,False,
EVT-0088152,AP-07,Emergency Exit - East,,medium,EMP-0094,2026-08-27 08:42:19,True,False,
EVT-0021529,AP-01,Main Entrance,ZN-06,low,EMP-0035,2026-08-27 08:42:22,True,False,
EVT-0067072,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0050,2026-08-27 08:42:30,True,False,
EVT-0067076,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0094,2026-08-27 08:42:36,True,False,
EVT-0021528,AP-01,Main Entrance,ZN-06,low,EMP-0015,2026-08-27 08:42:44,True,False,
EVT-0088153,AP-07,Emergency Exit - East,,medium,EMP-0069,2026-08-27 08:43:10,True,False,
EVT-0021531,AP-01,Main Entrance,ZN-06,low,EMP-0092,2026-08-27 08:43:13,True,False,
EVT-0075616,AP-05,Executive Wing Door,ZN-08,medium,EMP-0065,2026-08-27 08:43:23,True,False,
EVT-0021530,AP-01,Main Entrance,ZN-06,low,EMP-0187,2026-08-27 08:43:24,True,False,
EVT-0067071,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0070,2026-08-27 08:43:43,True,False,
EVT-0067073,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0207,2026-08-27 08:43:55,True,False,
EVT-0021527,AP-01,Main Entrance,ZN-06,low,EMP-0216,2026-08-27 08:44:06,True,False,
EVT-0067074,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0210,2026-08-27 08:44:50,True,False,
EVT-0021533,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-08-27 08:44:59,True,False,
EVT-0044247,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0051,2026-08-27 08:45:00,True,False,
EVT-0044246,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0140,2026-08-27 08:45:03,True,False,
EVT-0067077,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0109,2026-08-27 08:45:18,True,False,
EVT-0021535,AP-01,Main Entrance,ZN-06,low,EMP-0157,2026-08-27 08:45:22,True,False,
EVT-0021536,AP-01,Main Entrance,ZN-06,low,EMP-0174,2026-08-27 08:46:22,True,False,
EVT-0021534,AP-01,Main Entrance,ZN-06,low,EMP-0137,2026-08-27 08:46:46,True,False,
EVT-0021539,AP-01,Main Entrance,ZN-06,low,EMP-0004,2026-08-27 08:47:08,True,False,
EVT-0088154,AP-07,Emergency Exit - East,,medium,EMP-0064,2026-08-27 08:47:30,True,False,
EVT-0044248,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0079,2026-08-27 08:47:31,True,False,
EVT-0044245,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0057,2026-08-27 08:48:31,True,False,
EVT-0021537,AP-01,Main Entrance,ZN-06,low,EMP-0021,2026-08-27 08:48:52,True,False,
EVT-0021538,AP-01,Main Entrance,ZN-06,low,EMP-0131,2026-08-27 08:49:44,True,False,
EVT-0067081,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0043,2026-08-27 08:50:02,True,False,
EVT-0067080,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0096,2026-08-27 08:50:11,True,False,
EVT-0044252,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0126,2026-08-27 08:50:24,True,False,
EVT-0075618,AP-05,Executive Wing Door,ZN-08,medium,EMP-0099,2026-08-27 08:50:33,True,False,
EVT-0021541,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-08-27 08:50:36,True,False,
EVT-0044250,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0066,2026-08-27 08:50:40,True,False,
EVT-0021542,AP-01,Main Entrance,ZN-06,low,EMP-0159,2026-08-27 08:51:22,False,False,
EVT-0081804,AP-06,Loading Dock,,medium,EMP-0127,2026-08-27 08:51:28,True,False,
EVT-0044253,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0108,2026-08-27 08:51:46,True,False,
EVT-0081803,AP-06,Loading Dock,,medium,EMP-0041,2026-08-27 08:52:03,True,False,
EVT-0044249,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-08-27 08:52:13,True,False,
EVT-0067079,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0112,2026-08-27 08:52:14,True,False,
EVT-0044255,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0214,2026-08-27 08:52:32,True,False,
EVT-0067083,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0078,2026-08-27 08:52:44,True,False,
EVT-0067078,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0083,2026-08-27 08:53:04,True,False,
EVT-0044251,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0185,2026-08-27 08:53:21,True,False,
EVT-0088155,AP-07,Emergency Exit - East,,medium,EMP-0200,2026-08-27 08:53:23,True,False,
EVT-0021540,AP-01,Main Entrance,ZN-06,low,EMP-0175,2026-08-27 08:53:24,True,False,
EVT-0044254,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0121,2026-08-27 08:53:42,True,False,
EVT-0021543,AP-01,Main Entrance,ZN-06,low,EMP-0123,2026-08-27 08:53:50,True,False,
EVT-0067085,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0080,2026-08-27 08:54:04,True,False,
EVT-0067082,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0092,2026-08-27 08:54:27,True,False,
EVT-0021544,AP-01,Main Entrance,ZN-06,low,EMP-0181,2026-08-27 08:54:37,True,False,
EVT-0067084,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0033,2026-08-27 08:54:45,True,False,
EVT-0021545,AP-01,Main Entrance,ZN-06,low,EMP-0218,2026-08-27 08:55:29,True,False,
EVT-0044257,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0025,2026-08-27 08:55:38,True,False,
EVT-0044260,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0214,2026-08-27 08:55:57,True,False,
EVT-0067088,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0055,2026-08-27 08:55:58,True,False,
EVT-0021548,AP-01,Main Entrance,ZN-06,low,EMP-0127,2026-08-27 08:56:07,True,False,
EVT-0021549,AP-01,Main Entrance,ZN-06,low,EMP-0141,2026-08-27 08:56:12,True,False,
EVT-0044256,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0205,2026-08-27 08:56:59,True,False,
EVT-0021546,AP-01,Main Entrance,ZN-06,low,EMP-0035,2026-08-27 08:57:54,True,False,
EVT-0067086,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0061,2026-08-27 08:58:10,True,False,
EVT-0067089,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0140,2026-08-27 08:58:13,True,False,
EVT-0044259,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0216,2026-08-27 08:58:18,True,False,
EVT-0067090,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0219,2026-08-27 08:58:26,True,False,
EVT-0021547,AP-01,Main Entrance,ZN-06,low,EMP-0104,2026-08-27 08:58:52,True,False,
EVT-0075619,AP-05,Executive Wing Door,ZN-08,medium,EMP-0194,2026-08-27 08:58:53,True,False,
EVT-0044258,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0013,2026-08-27 08:59:18,True,False,
EVT-0067087,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0008,2026-08-27 08:59:36,True,False,
EVT-0067091,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0011,2026-08-27 08:59:44,True,False,
EVT-0067092,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0129,2026-08-27 08:59:46,True,False,
EVT-0067093,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0162,2026-08-27 09:00:06,True,False,
EVT-0088156,AP-07,Emergency Exit - East,,medium,EMP-0133,2026-08-27 09:00:34,True,False,
EVT-0021556,AP-01,Main Entrance,ZN-06,low,EMP-0195,2026-08-27 09:01:22,True,False,
EVT-0044262,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0202,2026-08-27 09:01:24,True,False,
EVT-0044265,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0208,2026-08-27 09:01:28,True,False,
EVT-0067098,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0140,2026-08-27 09:01:51,True,False,
EVT-0067096,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0220,2026-08-27 09:01:56,True,False,
EVT-0021551,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-08-27 09:02:14,True,False,
EVT-0044261,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0083,2026-08-27 09:02:48,True,False,
EVT-0075620,AP-05,Executive Wing Door,ZN-08,medium,EMP-0008,2026-08-27 09:02:49,True,False,
EVT-0088157,AP-07,Emergency Exit - East,,medium,EMP-0052,2026-08-27 09:02:51,True,False,
EVT-0067095,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0135,2026-08-27 09:02:52,True,False,
EVT-0021552,AP-01,Main Entrance,ZN-06,low,EMP-0069,2026-08-27 09:02:53,True,False,
EVT-0021554,AP-01,Main Entrance,ZN-06,low,EMP-0155,2026-08-27 09:03:25,True,False,
EVT-0021555,AP-01,Main Entrance,ZN-06,low,EMP-0028,2026-08-27 09:03:25,True,False,
EVT-0067094,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0111,2026-08-27 09:03:39,True,False,
EVT-0021553,AP-01,Main Entrance,ZN-06,low,EMP-0148,2026-08-27 09:04:13,True,False,
EVT-0044264,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0187,2026-08-27 09:04:25,True,False,
EVT-0044263,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0146,2026-08-27 09:04:27,True,False,
EVT-0067097,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0098,2026-08-27 09:04:28,True,False,
EVT-0081805,AP-06,Loading Dock,,medium,EMP-0176,2026-08-27 09:04:35,True,False,
EVT-0021550,AP-01,Main Entrance,ZN-06,low,EMP-0082,2026-08-27 09:04:40,True,False,
EVT-0081806,AP-06,Loading Dock,,medium,EMP-0102,2026-08-27 09:05:14,True,False,
EVT-0069409,AP-04,Server Room Door,ZN-07,high,EMP-0182,2026-08-27 09:05:19,False,True,unauthorized_restricted_zone_access
EVT-0021559,AP-01,Main Entrance,ZN-06,low,EMP-0135,2026-08-27 09:05:35,True,False,
EVT-0021560,AP-01,Main Entrance,ZN-06,low,EMP-0143,2026-08-27 09:06:33,True,False,
EVT-0044267,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0062,2026-08-27 09:06:40,True,False,
EVT-0067101,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0163,2026-08-27 09:06:43,True,False,
EVT-0021557,AP-01,Main Entrance,ZN-06,low,EMP-0215,2026-08-27 09:06:47,True,False,
EVT-0044270,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0213,2026-08-27 09:06:53,True,False,
EVT-0088160,AP-07,Emergency Exit - East,,medium,EMP-0120,2026-08-27 09:07:12,True,False,
EVT-0044268,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0209,2026-08-27 09:07:12,True,False,
EVT-0044266,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0027,2026-08-27 09:07:37,True,False,
EVT-0021558,AP-01,Main Entrance,ZN-06,low,EMP-0197,2026-08-27 09:07:58,True,False,
EVT-0088159,AP-07,Emergency Exit - East,,medium,EMP-0175,2026-08-27 09:08:00,True,False,
EVT-0067103,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0129,2026-08-27 09:08:12,True,False,
EVT-0067099,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0214,2026-08-27 09:09:10,True,False,
EVT-0088158,AP-07,Emergency Exit - East,,medium,EMP-0067,2026-08-27 09:09:23,True,False,
EVT-0067102,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0050,2026-08-27 09:09:30,True,False,
EVT-0044269,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0135,2026-08-27 09:09:50,True,False,
EVT-0067100,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0193,2026-08-27 09:09:58,True,False,
EVT-0044273,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0132,2026-08-27 09:10:18,True,False,
EVT-0088163,AP-07,Emergency Exit - East,,medium,EMP-0077,2026-08-27 09:10:42,True,False,
EVT-0021564,AP-01,Main Entrance,ZN-06,low,EMP-0059,2026-08-27 09:10:58,True,False,
EVT-0067107,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0116,2026-08-27 09:10:58,True,False,
EVT-0021563,AP-01,Main Entrance,ZN-06,low,EMP-0046,2026-08-27 09:11:23,True,False,
EVT-0067110,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0216,2026-08-27 09:11:46,True,False,
EVT-0021562,AP-01,Main Entrance,ZN-06,low,EMP-0190,2026-08-27 09:11:46,True,False,
EVT-0044272,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0121,2026-08-27 09:12:01,True,False,
EVT-0067109,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0056,2026-08-27 09:12:19,True,False,
EVT-0044274,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0029,2026-08-27 09:12:41,True,False,
EVT-0088161,AP-07,Emergency Exit - East,,medium,EMP-0163,2026-08-27 09:12:54,True,False,
EVT-0044271,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0147,2026-08-27 09:12:54,True,False,
EVT-0075621,AP-05,Executive Wing Door,ZN-08,medium,EMP-0076,2026-08-27 09:13:15,True,False,
EVT-0067111,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0107,2026-08-27 09:13:34,True,False,
EVT-0067105,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0172,2026-08-27 09:13:42,True,False,
EVT-0081807,AP-06,Loading Dock,,medium,EMP-0049,2026-08-27 09:13:42,True,False,
EVT-0067108,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0128,2026-08-27 09:13:59,True,False,
EVT-0067106,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0045,2026-08-27 09:14:03,True,False,
EVT-0021561,AP-01,Main Entrance,ZN-06,low,EMP-0171,2026-08-27 09:14:12,True,False,
EVT-0088162,AP-07,Emergency Exit - East,,medium,EMP-0055,2026-08-27 09:14:36,True,False,
EVT-0067104,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0083,2026-08-27 09:14:52,True,False,
EVT-0021566,AP-01,Main Entrance,ZN-06,low,EMP-0200,2026-08-27 09:15:05,True,False,
EVT-0088165,AP-07,Emergency Exit - East,,medium,EMP-0174,2026-08-27 09:15:10,True,False,
EVT-0067113,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0085,2026-08-27 09:15:18,True,False,
EVT-0069410,AP-04,Server Room Door,ZN-07,high,EMP-0118,2026-08-27 09:15:34,False,True,unauthorized_restricted_zone_access
EVT-0088167,AP-07,Emergency Exit - East,,medium,EMP-0214,2026-08-27 09:15:41,True,False,
EVT-0067112,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0219,2026-08-27 09:15:41,True,False,
EVT-0021565,AP-01,Main Entrance,ZN-06,low,EMP-0124,2026-08-27 09:15:53,True,False,
EVT-0088166,AP-07,Emergency Exit - East,,medium,EMP-0157,2026-08-27 09:16:20,True,False,
EVT-0067114,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0006,2026-08-27 09:16:40,True,False,
EVT-0044280,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0214,2026-08-27 09:16:57,True,False,
EVT-0044276,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0096,2026-08-27 09:17:57,True,False,
EVT-0044275,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0130,2026-08-27 09:18:30,True,False,
EVT-0088168,AP-07,Emergency Exit - East,,medium,EMP-0086,2026-08-27 09:18:32,True,False,
EVT-0075622,AP-05,Executive Wing Door,ZN-08,medium,EMP-0032,2026-08-27 09:18:48,True,False,
EVT-0044279,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0021,2026-08-27 09:18:54,True,False,
EVT-0021567,AP-01,Main Entrance,ZN-06,low,EMP-0014,2026-08-27 09:18:55,True,False,
EVT-0021568,AP-01,Main Entrance,ZN-06,low,EMP-0169,2026-08-27 09:19:27,True,False,
EVT-0088164,AP-07,Emergency Exit - East,,medium,EMP-0136,2026-08-27 09:19:28,True,False,
EVT-0044277,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0061,2026-08-27 09:19:28,True,False,
EVT-0021569,AP-01,Main Entrance,ZN-06,low,EMP-0212,2026-08-27 09:19:34,True,False,
EVT-0044278,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0058,2026-08-27 09:19:47,True,False,
EVT-0021573,AP-01,Main Entrance,ZN-06,low,EMP-0188,2026-08-27 09:20:33,True,False,
EVT-0021572,AP-01,Main Entrance,ZN-06,low,EMP-0067,2026-08-27 09:20:51,True,False,
EVT-0067117,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0014,2026-08-27 09:21:12,True,False,
EVT-0021574,AP-01,Main Entrance,ZN-06,low,EMP-0199,2026-08-27 09:21:18,True,False,
EVT-0067120,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0036,2026-08-27 09:21:26,True,False,
EVT-0044284,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0202,2026-08-27 09:21:39,True,False,
EVT-0081810,AP-06,Loading Dock,,medium,EMP-0175,2026-08-27 09:21:54,True,False,
EVT-0021570,AP-01,Main Entrance,ZN-06,low,EMP-0159,2026-08-27 09:22:18,True,False,
EVT-0067122,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0034,2026-08-27 09:22:21,True,False,
EVT-0081809,AP-06,Loading Dock,,medium,EMP-0028,2026-08-27 09:22:23,True,False,
