cycle,temp_stage1_c,temp_stage2_c,temp_stage3_c,pressure_kpa,vibration_index,flow_rate,efficiency_ratio,bleed_load,true_rul_cycles,asset_id
175,642.33,1598.41,1409.12,552.91,47.47,521.61,8.4387,23.2877,39,AST-TRAIN-082
176,642.83,1586.89,1414.64,553.34,47.66,521.67,8.4495,23.3769,38,AST-TRAIN-082
177,643.12,1591.34,1410.71,552.86,47.64,521.68,8.4233,23.1283,37,AST-TRAIN-082
178,642.31,1594.91,1408.81,554.33,47.6,521.63,8.4776,23.2156,36,AST-TRAIN-082
179,642.52,1591.79,1418.17,553.21,47.76,521.31,8.4526,23.2202,35,AST-TRAIN-082
180,642.77,1588.85,1409.98,552.94,47.56,521.3,8.4415,23.357,34,AST-TRAIN-082
181,642.96,1589.58,1415.05,552.97,47.74,521.9,8.4675,23.2335,33,AST-TRAIN-082
182,643.31,1597.04,1409.69,553.48,47.73,521.96,8.4508,23.1857,32,AST-TRAIN-082
183,643.08,1597.09,1410.26,553.08,47.51,521.8,8.4578,23.3193,31,AST-TRAIN-082
184,642.83,1592.11,1417.63,553.45,47.7,521.1,8.446,23.2667,30,AST-TRAIN-082
185,642.93,1598.06,1400.51,552.85,47.66,521.77,8.4286,23.3238,29,AST-TRAIN-082
186,642.78,1595.94,1409.73,552.87,47.77,521.21,8.4838,23.2288,28,AST-TRAIN-082
187,642.34,1597.02,1411.39,553.12,47.85,521.9,8.4553,23.2073,27,AST-TRAIN-082
188,643.03,1595.78,1415.91,553.18,47.57,521.32,8.4388,23.1911,26,AST-TRAIN-082
189,642.7,1591.53,1409.21,553.29,47.54,521.34,8.4708,23.2806,25,AST-TRAIN-082
190,642.92,1599.34,1415.84,552.82,47.81,521.07,8.4581,23.258,24,AST-TRAIN-082
191,643.26,1593.75,1409.07,552.89,47.74,521.5,8.4655,23.1495,23,AST-TRAIN-082
192,643.07,1602.68,1410.5,553.0,47.59,521.5,8.4807,23.2327,22,AST-TRAIN-082
193,642.51,1594.43,1418.36,552.54,47.8,521.04,8.4896,23.2054,21,AST-TRAIN-082
194,643.23,1599.69,1414.71,553.03,47.74,520.81,8.5072,23.096,20,AST-TRAIN-082
195,643.11,1603.6,1422.45,552.26,47.76,520.66,8.4968,23.152,19,AST-TRAIN-082
196,643.39,1592.95,1419.44,552.38,47.73,520.91,8.4954,23.1945,18,AST-TRAIN-082
197,643.22,1601.42,1416.52,552.4,47.83,520.88,8.456,23.1537,17,AST-TRAIN-082
198,643.59,1602.87,1422.64,553.12,47.69,520.89,8.499,23.1438,16,AST-TRAIN-082
199,643.24,1598.93,1424.94,552.56,47.69,520.79,8.4997,23.0799,15,AST-TRAIN-082
200,643.47,1602.4,1425.75,552.38,47.69,520.92,8.493,23.1791,14,AST-TRAIN-082
201,643.19,1599.54,1427.61,551.93,47.97,520.97,8.494,23.1539,13,AST-TRAIN-082
202,642.76,1591.99,1427.79,552.71,47.97,520.51,8.4862,23.1049,12,AST-TRAIN-082
203,643.59,1596.45,1420.6,552.5,47.9,520.56,8.4952,23.0097,11,AST-TRAIN-082
204,643.18,1593.87,1420.64,552.43,47.88,520.84,8.5178,23.1532,10,AST-TRAIN-082
205,643.64,1596.75,1428.16,551.91,47.88,520.63,8.4865,23.1719,9,AST-TRAIN-082
206,643.4,1602.48,1426.24,552.48,47.92,520.03,8.4865,23.1024,8,AST-TRAIN-082
207,643.59,1607.09,1416.6,552.48,47.94,520.83,8.5087,23.1516,7,AST-TRAIN-082
208,644.08,1607.74,1426.26,552.35,48.08,520.81,8.534,23.1126,6,AST-TRAIN-082
209,643.61,1604.53,1426.18,551.9,48.17,521.06,8.5333,23.0434,5,AST-TRAIN-082
210,643.11,1608.87,1434.28,551.51,48.17,520.66,8.5255,23.0639,4,AST-TRAIN-082
211,643.61,1605.0,1426.94,552.46,48.04,520.73,8.523,23.0294,3,AST-TRAIN-082
212,643.66,1601.47,1426.74,551.85,48.22,520.16,8.5338,23.2379,2,AST-TRAIN-082
213,643.48,1596.98,1425.66,552.05,48.18,520.43,8.5441,23.0412,1,AST-TRAIN-082
214,643.73,1601.66,1427.73,551.57,48.3,520.01,8.5222,23.0292,0,AST-TRAIN-082
1,642.14,1581.34,1392.65,554.79,47.14,522.26,8.3915,23.3768,125,AST-TRAIN-083
2,641.75,1575.29,1393.01,555.09,47.07,522.67,8.3902,23.3193,125,AST-TRAIN-083
3,641.9,1588.37,1391.04,554.56,47.19,522.54,8.4149,23.4293,125,AST-TRAIN-083
4,642.1,1585.82,1402.48,554.83,47.13,522.05,8.417,23.5193,125,AST-TRAIN-083
5,642.17,1581.64,1398.62,554.11,47.27,523.26,8.3773,23.4225,125,AST-TRAIN-083
6,641.74,1582.15,1394.59,554.83,47.2,522.1,8.3935,23.4529,125,AST-TRAIN-083
7,641.61,1583.91,1396.79,554.36,47.16,522.99,8.3746,23.5112,125,AST-TRAIN-083
8,641.92,1587.53,1394.05,554.41,47.05,522.27,8.3976,23.3613,125,AST-TRAIN-083
9,641.84,1586.99,1394.23,554.33,47.14,523.13,8.3922,23.4499,125,AST-TRAIN-083
10,641.9,1583.41,1400.16,554.89,47.26,522.64,8.415,23.457,125,AST-TRAIN-083
11,642.06,1577.5,1390.48,554.9,47.21,522.97,8.4285,23.3848,125,AST-TRAIN-083
12,641.44,1586.47,1402.08,555.43,47.23,522.71,8.3646,23.4495,125,AST-TRAIN-083
13,641.59,1585.37,1400.84,554.47,47.16,522.5,8.3705,23.4149,125,AST-TRAIN-083
14,641.48,1579.72,1399.07,554.98,47.35,522.51,8.3918,23.4627,125,AST-TRAIN-083
15,642.28,1579.22,1394.18,554.8,47.15,522.2,8.3812,23.4554,125,AST-TRAIN-083
16,642.15,1586.81,1396.95,554.0,47.14,522.28,8.3677,23.3728,125,AST-TRAIN-083
17,641.68,1586.2,1402.79,554.54,47.2,522.77,8.3667,23.38,125,AST-TRAIN-083
18,641.71,1579.52,1392.34,554.82,47.04,522.14,8.3917,23.3965,125,AST-TRAIN-083
19,641.95,1587.74,1394.18,554.36,47.27,521.96,8.4354,23.4891,125,AST-TRAIN-083
20,641.4,1576.76,1393.19,554.74,47.06,522.4,8.3693,23.3995,125,AST-TRAIN-083
21,642.02,1581.28,1402.91,554.24,47.17,522.51,8.3994,23.4367,125,AST-TRAIN-083
22,642.23,1574.41,1393.37,555.14,47.14,522.48,8.4349,23.3847,125,AST-TRAIN-083
23,642.51,1574.29,1393.39,554.37,47.12,521.89,8.3942,23.4757,125,AST-TRAIN-083
24,642.0,1574.48,1396.04,554.45,47.21,521.98,8.3923,23.3609,125,AST-TRAIN-083
25,641.67,1582.77,1395.44,554.86,47.19,522.75,8.4012,23.4034,125,AST-TRAIN-083
26,642.4,1588.21,1396.89,555.04,46.96,522.71,8.3905,23.4299,125,AST-TRAIN-083
27,642.42,1585.72,1394.2,554.73,47.22,522.37,8.3826,23.4823,125,AST-TRAIN-083
28,641.89,1579.42,1390.05,554.89,47.3,522.22,8.3948,23.3742,125,AST-TRAIN-083
29,641.44,1583.51,1391.57,554.38,47.23,522.19,8.3759,23.4044,125,AST-TRAIN-083
30,642.66,1581.19,1396.1,554.3,47.19,522.66,8.3877,23.4738,125,AST-TRAIN-083
31,642.08,1588.61,1404.23,555.42,47.15,522.03,8.3838,23.4852,125,AST-TRAIN-083
32,641.85,1581.98,1395.81,554.53,47.17,522.63,8.3695,23.3222,125,AST-TRAIN-083
33,642.09,1588.28,1394.41,554.19,47.0,522.3,8.409,23.5983,125,AST-TRAIN-083
34,642.34,1582.52,1395.08,555.06,47.18,522.36,8.4052,23.3595,125,AST-TRAIN-083
35,641.85,1579.33,1403.7,554.68,47.19,522.24,8.3686,23.589,125,AST-TRAIN-083
36,642.08,1585.29,1404.18,554.8,47.03,522.06,8.3871,23.4358,125,AST-TRAIN-083
37,642.07,1586.19,1387.57,554.73,47.19,522.51,8.4121,23.4848,125,AST-TRAIN-083
38,641.96,1580.04,1398.55,554.29,47.2,522.57,8.3755,23.4304,125,AST-TRAIN-083
39,642.37,1582.58,1392.91,555.03,47.08,522.6,8.4115,23.3607,125,AST-TRAIN-083
40,642.49,1586.32,1399.36,554.43,47.17,522.22,8.365,23.5138,125,AST-TRAIN-083
41,641.99,1583.08,1399.77,554.77,47.22,522.19,8.3764,23.3739,125,AST-TRAIN-083
42,641.93,1583.14,1389.57,554.67,47.22,522.29,8.3904,23.3547,125,AST-TRAIN-083
43,641.53,1579.94,1401.71,554.6,46.94,522.14,8.3782,23.4345,125,AST-TRAIN-083
44,641.67,1577.62,1398.59,555.28,47.14,522.79,8.3839,23.4667,125,AST-TRAIN-083
45,642.5,1587.19,1395.09,554.34,47.3,522.44,8.377,23.4351,125,AST-TRAIN-083
46,641.93,1582.5,1395.53,554.79,47.24,522.78,8.3772,23.3752,125,AST-TRAIN-083
47,642.18,1584.91,1398.54,554.36,47.21,522.5,8.4357,23.3992,125,AST-TRAIN-083
48,642.25,1585.17,1397.54,554.74,47.22,521.97,8.3992,23.4389,125,AST-TRAIN-083
49,642.19,1582.04,1391.8,554.22,47.16,522.35,8.3358,23.5087,125,AST-TRAIN-083
50,641.72,1574.96,1385.75,555.05,47.16,522.59,8.3635,23.5316,125,AST-TRAIN-083
51,641.7,1594.67,1404.76,554.24,47.42,522.22,8.3682,23.4456,125,AST-TRAIN-083
52,641.94,1580.01,1392.51,554.95,47.04,522.34,8.395,23.4812,125,AST-TRAIN-083
53,641.58,1583.06,1398.35,553.93,47.24,522.59,8.4019,23.568,125,AST-TRAIN-083
54,641.78,1585.71,1401.01,555.61,47.04,522.14,8.3638,23.3596,125,AST-TRAIN-083
55,642.04,1586.25,1403.62,555.16,47.23,522.2,8.3972,23.4464,125,AST-TRAIN-083
56,642.11,1589.2,1392.13,554.53,47.05,521.9,8.3725,23.3578,125,AST-TRAIN-083
57,642.27,1578.93,1397.44,554.08,47.33,522.64,8.3954,23.3916,125,AST-TRAIN-083
58,642.88,1583.75,1401.54,554.8,47.02,523.1,8.383,23.373,125,AST-TRAIN-083
59,642.9,1588.17,1401.25,554.63,47.16,522.54,8.3967,23.57,125,AST-TRAIN-083
60,642.12,1583.78,1391.6,553.69,46.99,522.5,8.404,23.343,125,AST-TRAIN-083
61,642.0,1584.32,1398.63,554.7,47.33,522.16,8.3777,23.3902,125,AST-TRAIN-083
62,642.4,1579.6,1399.79,554.61,47.28,522.36,8.419,23.4534,125,AST-TRAIN-083
63,642.05,1580.13,1398.63,554.9,47.13,522.79,8.4112,23.2978,125,AST-TRAIN-083
64,642.17,1585.25,1400.82,554.36,47.06,522.44,8.4182,23.4278,125,AST-TRAIN-083
65,642.17,1589.25,1403.86,554.26,46.98,522.26,8.3678,23.509,125,AST-TRAIN-083
66,642.04,1585.17,1400.96,554.76,47.01,522.71,8.3699,23.5411,125,AST-TRAIN-083
67,642.34,1586.44,1391.0,554.21,47.12,522.37,8.4272,23.5438,125,AST-TRAIN-083
68,642.21,1585.09,1406.37,554.73,47.14,522.6,8.3898,23.4516,125,AST-TRAIN-083
69,641.7,1588.53,1399.53,554.48,47.15,522.46,8.4053,23.4635,125,AST-TRAIN-083
70,641.79,1580.23,1401.46,554.09,47.24,522.3,8.3963,23.3959,125,AST-TRAIN-083
71,642.33,1581.85,1396.95,554.82,47.13,522.33,8.4167,23.3773,125,AST-TRAIN-083
72,641.86,1589.41,1399.05,554.46,47.23,522.36,8.3793,23.3688,125,AST-TRAIN-083
73,642.32,1573.82,1396.44,554.18,47.14,522.55,8.3865,23.4521,125,AST-TRAIN-083
74,642.29,1581.43,1394.97,554.28,47.13,522.49,8.3915,23.3728,125,AST-TRAIN-083
75,641.97,1580.89,1405.61,554.39,47.25,522.64,8.4434,23.4276,125,AST-TRAIN-083
76,641.82,1579.26,1405.68,554.82,47.19,522.2,8.412,23.4263,125,AST-TRAIN-083
77,641.83,1583.73,1401.13,554.81,47.09,522.24,8.3813,23.3556,125,AST-TRAIN-083
78,641.99,1581.62,1398.8,554.72,47.21,522.4,8.3901,23.4213,125,AST-TRAIN-083
79,642.23,1583.46,1398.63,554.85,47.02,523.35,8.4212,23.4195,125,AST-TRAIN-083
80,642.2,1586.95,1399.96,554.64,47.18,522.68,8.4271,23.4543,125,AST-TRAIN-083
81,642.45,1580.7,1394.18,554.24,47.23,522.44,8.3979,23.5169,125,AST-TRAIN-083
82,642.2,1583.65,1397.34,555.22,47.19,522.22,8.4391,23.3999,125,AST-TRAIN-083
83,641.8,1580.98,1403.28,554.66,47.22,522.55,8.4029,23.4903,125,AST-TRAIN-083
84,642.63,1580.92,1398.66,553.91,47.07,522.42,8.4331,23.3871,125,AST-TRAIN-083
85,642.21,1580.18,1393.68,554.94,47.23,523.14,8.4168,23.404,125,AST-TRAIN-083
86,642.5,1581.47,1398.62,553.98,47.29,522.58,8.4162,23.4474,125,AST-TRAIN-083
87,642.24,1584.41,1395.95,555.2,47.08,522.48,8.4106,23.4547,125,AST-TRAIN-083
88,641.48,1589.91,1397.3,554.94,47.17,522.45,8.4053,23.3896,125,AST-TRAIN-083
89,642.4,1584.59,1391.17,554.65,46.99,522.5,8.4247,23.3683,125,AST-TRAIN-083
90,641.81,1587.4,1389.61,554.02,47.17,521.98,8.4267,23.404,125,AST-TRAIN-083
91,641.96,1576.72,1402.93,553.73,47.1,522.24,8.4156,23.4551,125,AST-TRAIN-083
92,642.1,1588.12,1404.8,554.39,47.14,522.14,8.3919,23.4562,125,AST-TRAIN-083
93,642.19,1581.37,1396.29,554.49,47.05,522.58,8.4094,23.3471,125,AST-TRAIN-083
94,642.23,1588.32,1393.16,554.22,47.29,522.19,8.4011,23.4008,125,AST-TRAIN-083
95,642.66,1582.4,1395.74,554.64,47.18,521.97,8.3707,23.3353,125,AST-TRAIN-083
96,642.09,1580.45,1394.44,554.26,47.24,522.14,8.3875,23.4204,125,AST-TRAIN-083
97,642.55,1584.9,1393.5,554.5,47.17,522.43,8.4124,23.4637,125,AST-TRAIN-083
98,642.38,1587.34,1396.74,554.19,47.27,522.42,8.3954,23.4531,125,AST-TRAIN-083
99,641.89,1579.71,1390.67,554.24,47.21,523.25,8.4141,23.4622,125,AST-TRAIN-083
100,641.71,1587.59,1397.27,555.47,47.16,522.23,8.3892,23.4803,125,AST-TRAIN-083
101,642.17,1576.74,1396.61,554.53,47.13,522.34,8.3603,23.3287,125,AST-TRAIN-083
102,642.27,1578.39,1402.63,553.86,47.33,522.36,8.4233,23.5096,125,AST-TRAIN-083
103,642.09,1588.43,1399.05,554.0,47.23,522.26,8.4641,23.4173,125,AST-TRAIN-083
104,641.69,1582.17,1396.24,554.05,47.27,522.01,8.4052,23.4204,125,AST-TRAIN-083
105,641.71,1586.15,1396.08,554.65,47.24,522.24,8.3937,23.5206,125,AST-TRAIN-083
106,642.21,1580.32,1399.22,555.27,47.21,522.62,8.3904,23.5429,125,AST-TRAIN-083
107,642.23,1584.57,1397.36,554.64,47.14,522.31,8.3913,23.3586,125,AST-TRAIN-083
108,642.46,1586.17,1395.52,554.29,47.28,522.11,8.3885,23.4238,125,AST-TRAIN-083
109,642.21,1579.08,1405.52,554.0,47.17,522.36,8.4078,23.3178,125,AST-TRAIN-083
110,642.03,1584.97,1398.8,554.33,47.16,522.27,8.4099,23.4753,125,AST-TRAIN-083
111,642.68,1585.88,1398.33,554.89,47.22,521.9,8.4225,23.4291,125,AST-TRAIN-083
112,642.1,1586.79,1397.48,553.59,47.29,522.71,8.3792,23.4162,125,AST-TRAIN-083
113,642.23,1590.73,1400.2,553.91,47.3,522.55,8.3896,23.3666,125,AST-TRAIN-083
114,642.53,1583.99,1404.63,554.07,47.23,522.23,8.404,23.4761,125,AST-TRAIN-083
115,642.02,1586.69,1391.32,555.03,47.25,522.14,8.41,23.4171,125,AST-TRAIN-083
116,642.09,1582.97,1402.48,554.5,47.29,522.7,8.408,23.4981,125,AST-TRAIN-083
117,641.93,1582.2,1400.07,555.3,47.22,521.54,8.3721,23.4648,125,AST-TRAIN-083
118,642.44,1588.37,1400.4,553.84,47.28,522.3,8.4214,23.4083,125,AST-TRAIN-083
119,642.6,1587.46,1404.58,554.24,47.17,522.19,8.3813,23.4095,125,AST-TRAIN-083
120,642.53,1582.61,1398.25,554.34,47.03,522.05,8.4062,23.3931,125,AST-TRAIN-083
121,641.92,1581.7,1398.31,554.13,47.19,521.81,8.4206,23.5486,125,AST-TRAIN-083
122,642.21,1586.89,1402.74,554.28,47.18,522.12,8.3661,23.3629,125,AST-TRAIN-083
123,642.31,1580.94,1404.1,554.77,47.26,522.15,8.4106,23.4446,125,AST-TRAIN-083
124,642.62,1585.86,1408.17,554.55,47.38,522.63,8.4078,23.3104,125,AST-TRAIN-083
125,641.7,1583.17,1400.51,554.99,47.3,522.67,8.3791,23.37,125,AST-TRAIN-083
126,642.36,1586.63,1398.19,554.98,47.08,522.1,8.4049,23.4135,125,AST-TRAIN-083
127,642.12,1583.01,1401.14,554.68,47.1,521.83,8.4024,23.3758,125,AST-TRAIN-083
128,641.85,1576.1,1394.97,553.95,47.17,522.0,8.4235,23.2669,125,AST-TRAIN-083
129,642.48,1581.43,1404.65,553.87,47.13,522.36,8.4088,23.4364,125,AST-TRAIN-083
130,641.72,1586.5,1395.41,553.84,47.25,522.83,8.3911,23.4755,125,AST-TRAIN-083
131,642.08,1582.35,1395.93,554.66,47.25,521.74,8.4099,23.4223,125,AST-TRAIN-083
132,642.25,1587.74,1394.63,553.49,47.24,521.79,8.4048,23.3658,125,AST-TRAIN-083
133,642.67,1584.84,1399.88,554.64,47.48,522.15,8.4061,23.4267,125,AST-TRAIN-083
134,642.28,1585.75,1396.12,553.8,47.22,521.97,8.3899,23.4419,125,AST-TRAIN-083
135,641.58,1587.71,1397.86,553.96,47.51,521.67,8.3977,23.383,125,AST-TRAIN-083
136,642.37,1588.45,1401.46,554.7,47.23,522.39,8.3878,23.2998,125,AST-TRAIN-083
137,641.67,1586.44,1400.9,554.4,47.1,522.11,8.384,23.3519,125,AST-TRAIN-083
138,642.49,1588.15,1393.44,554.01,47.33,522.45,8.3748,23.4427,125,AST-TRAIN-083
139,642.32,1591.07,1397.3,553.74,47.21,522.18,8.4127,23.4659,125,AST-TRAIN-083
140,642.33,1585.08,1396.53,554.51,47.14,522.5,8.4237,23.3336,125,AST-TRAIN-083
141,641.83,1589.92,1404.78,554.09,47.14,522.09,8.4253,23.3515,125,AST-TRAIN-083
142,642.17,1587.12,1399.54,554.21,47.26,521.86,8.3864,23.3653,125,AST-TRAIN-083
143,642.17,1579.29,1398.92,553.93,47.33,522.33,8.3954,23.357,125,AST-TRAIN-083
144,642.44,1589.49,1400.72,554.98,47.42,522.22,8.4312,23.3301,125,AST-TRAIN-083
145,642.14,1588.77,1398.53,553.88,47.19,522.27,8.4225,23.4153,125,AST-TRAIN-083
146,642.14,1587.43,1399.9,554.09,47.34,522.05,8.432,23.32,125,AST-TRAIN-083
147,642.32,1582.52,1404.21,554.67,47.29,521.52,8.3978,23.3756,125,AST-TRAIN-083
148,642.17,1592.12,1397.93,553.62,47.34,521.95,8.3942,23.3464,125,AST-TRAIN-083
149,642.55,1582.62,1402.31,553.42,47.43,522.01,8.3751,23.3295,125,AST-TRAIN-083
150,642.23,1585.43,1399.39,554.33,47.28,522.39,8.4442,23.3602,125,AST-TRAIN-083
151,642.2,1587.7,1400.11,554.14,47.3,522.34,8.4319,23.384,125,AST-TRAIN-083
152,641.88,1579.59,1405.14,553.92,47.41,522.7,8.4233,23.4057,125,AST-TRAIN-083
153,642.08,1582.91,1393.63,554.34,47.28,522.27,8.4129,23.3652,125,AST-TRAIN-083
154,642.51,1588.42,1397.16,553.69,47.23,522.19,8.4033,23.3369,125,AST-TRAIN-083
155,641.87,1583.8,1402.65,554.38,47.38,521.62,8.4164,23.4119,125,AST-TRAIN-083
156,642.34,1586.62,1401.82,554.13,47.22,522.24,8.4081,23.4485,125,AST-TRAIN-083
157,642.36,1593.83,1399.63,554.55,47.22,522.18,8.3973,23.3671,125,AST-TRAIN-083
158,642.37,1588.28,1407.92,553.55,47.41,521.77,8.4057,23.2086,125,AST-TRAIN-083
159,642.08,1585.52,1393.44,554.32,47.25,522.43,8.4002,23.4265,125,AST-TRAIN-083
160,642.84,1587.29,1401.22,554.4,47.34,522.15,8.3912,23.2955,125,AST-TRAIN-083
161,642.18,1596.85,1394.53,555.19,47.48,521.81,8.3994,23.4172,125,AST-TRAIN-083
162,642.28,1586.51,1396.04,553.65,47.3,521.58,8.4358,23.3107,125,AST-TRAIN-083
163,642.12,1585.27,1402.86,554.86,47.31,522.54,8.4061,23.453,125,AST-TRAIN-083
164,642.16,1585.9,1399.76,554.19,47.38,521.66,8.3857,23.2942,125,AST-TRAIN-083
165,641.74,1584.24,1406.18,554.24,47.43,522.57,8.4103,23.4649,125,AST-TRAIN-083
166,642.32,1586.76,1400.81,554.23,47.28,521.24,8.4373,23.3894,125,AST-TRAIN-083
167,642.26,1591.35,1406.62,554.29,47.34,522.29,8.4231,23.2121,125,AST-TRAIN-083
168,642.48,1592.89,1400.81,554.76,47.17,521.91,8.3709,23.3862,125,AST-TRAIN-083
169,642.18,1588.6,1401.53,554.2,47.47,522.13,8.4517,23.4442,124,AST-TRAIN-083
170,642.57,1583.2,1404.53,554.13,47.28,521.83,8.4207,23.2639,123,AST-TRAIN-083
171,642.09,1581.87,1403.84,554.0,47.45,521.84,8.4072,23.2952,122,AST-TRAIN-083
172,642.53,1587.38,1399.88,554.01,47.2,521.73,8.4215,23.3982,121,AST-TRAIN-083
173,642.62,1584.28,1401.09,554.16,47.17,521.46,8.4505,23.5393,120,AST-TRAIN-083
174,642.69,1585.92,1409.61,553.75,47.53,522.07,8.4559,23.2932,119,AST-TRAIN-083
175,642.51,1584.15,1396.11,554.02,47.37,522.32,8.4458,23.3541,118,AST-TRAIN-083
176,641.84,1581.93,1400.65,554.24,47.57,522.06,8.4666,23.4154,117,AST-TRAIN-083
177,642.06,1586.22,1401.65,554.41,47.45,521.76,8.4143,23.3012,116,AST-TRAIN-083
178,642.64,1588.6,1402.85,554.3,47.33,522.05,8.3804,23.3809,115,AST-TRAIN-083
179,642.75,1591.18,1399.71,553.83,47.51,521.63,8.418,23.2689,114,AST-TRAIN-083
180,641.94,1583.01,1402.36,553.77,47.21,522.28,8.4506,23.3336,113,AST-TRAIN-083
181,642.18,1593.26,1397.23,554.36,47.37,521.92,8.4061,23.5484,112,AST-TRAIN-083
182,642.9,1587.88,1401.22,554.35,47.38,521.93,8.3919,23.3631,111,AST-TRAIN-083
183,642.46,1589.73,1397.59,553.57,47.36,521.5,8.4144,23.2816,110,AST-TRAIN-083
184,642.47,1581.48,1403.17,554.34,47.68,521.88,8.4259,23.3509,109,AST-TRAIN-083
185,642.21,1589.91,1404.65,553.2,47.3,521.63,8.4133,23.3119,108,AST-TRAIN-083
186,642.37,1585.07,1414.46,553.26,47.38,521.36,8.4447,23.4297,107,AST-TRAIN-083
187,642.63,1585.03,1395.38,554.51,47.39,521.86,8.4159,23.2645,106,AST-TRAIN-083
188,642.68,1589.69,1404.48,553.64,47.31,521.71,8.4362,23.3991,105,AST-TRAIN-083
189,643.0,1587.32,1404.37,554.27,47.36,521.46,8.3952,23.4237,104,AST-TRAIN-083
190,642.98,1588.54,1402.27,553.39,47.25,521.85,8.4009,23.3735,103,AST-TRAIN-083
191,642.27,1585.63,1404.81,553.96,47.55,522.31,8.4339,23.3419,102,AST-TRAIN-083
192,642.62,1584.59,1406.57,554.1,47.35,521.89,8.4117,23.244,101,AST-TRAIN-083
193,641.56,1589.05,1411.78,553.7,47.37,521.66,8.43,23.1804,100,AST-TRAIN-083
194,642.11,1591.21,1408.04,553.91,47.54,521.4,8.423,23.3544,99,AST-TRAIN-083
195,642.29,1591.45,1400.58,553.38,47.45,521.89,8.4289,23.3454,98,AST-TRAIN-083
196,642.76,1585.62,1404.78,553.77,47.62,521.97,8.4369,23.2698,97,AST-TRAIN-083
197,642.18,1583.13,1411.3,554.06,47.44,522.0,8.4185,23.3195,96,AST-TRAIN-083
198,642.57,1585.51,1403.25,553.13,47.36,521.62,8.429,23.3514,95,AST-TRAIN-083
199,643.01,1593.48,1399.9,552.91,47.52,521.75,8.4228,23.352,94,AST-TRAIN-083
200,642.67,1588.83,1394.23,553.23,47.24,521.35,8.4739,23.2696,93,AST-TRAIN-083
201,641.8,1591.23,1401.44,552.89,47.46,521.88,8.4547,23.3005,92,AST-TRAIN-083
202,642.21,1586.61,1406.43,554.52,47.42,521.59,8.441,23.4098,91,AST-TRAIN-083
203,642.42,1587.92,1405.88,553.84,47.4,521.26,8.4444,23.3668,90,AST-TRAIN-083
204,642.87,1592.1,1402.67,553.58,47.37,521.73,8.3991,23.2596,89,AST-TRAIN-083
205,643.2,1585.91,1412.27,553.93,47.44,522.26,8.4049,23.3114,88,AST-TRAIN-083
206,642.67,1585.84,1410.01,553.95,47.42,521.77,8.437,23.3601,87,AST-TRAIN-083
207,642.2,1586.25,1404.23,553.78,47.71,521.76,8.4106,23.3207,86,AST-TRAIN-083
208,642.3,1591.92,1404.74,553.95,47.51,521.54,8.4031,23.286,85,AST-TRAIN-083
209,642.64,1588.53,1400.49,553.27,47.27,521.82,8.4196,23.2857,84,AST-TRAIN-083
210,642.39,1590.61,1408.78,553.24,47.51,520.91,8.412,23.3263,83,AST-TRAIN-083
211,642.95,1583.75,1403.08,553.62,47.61,521.19,8.44,23.3786,82,AST-TRAIN-083
212,642.54,1591.63,1409.87,553.19,47.42,520.85,8.4431,23.3647,81,AST-TRAIN-083
213,642.59,1588.6,1411.01,554.14,47.46,521.58,8.441,23.2294,80,AST-TRAIN-083
214,642.79,1590.52,1406.04,553.27,47.57,521.52,8.4271,23.2246,79,AST-TRAIN-083
215,642.74,1584.64,1406.42,553.97,47.48,521.57,8.4343,23.2765,78,AST-TRAIN-083
216,642.03,1589.73,1408.34,554.23,47.5,521.75,8.4268,23.2581,77,AST-TRAIN-083
217,643.09,1588.57,1409.99,553.76,47.47,521.68,8.4316,23.2716,76,AST-TRAIN-083
218,642.54,1590.61,1401.42,553.53,47.44,521.23,8.3944,23.3011,75,AST-TRAIN-083
219,642.01,1592.91,1406.77,553.15,47.46,521.36,8.4422,23.3801,74,AST-TRAIN-083
220,643.23,1598.3,1406.62,553.25,47.3,521.36,8.4032,23.3533,73,AST-TRAIN-083
221,642.98,1582.28,1404.24,553.49,47.4,521.11,8.4216,23.3225,72,AST-TRAIN-083
222,642.9,1585.79,1415.39,553.19,47.61,521.21,8.4115,23.3222,71,AST-TRAIN-083
223,642.62,1590.3,1401.59,553.81,47.71,521.51,8.4097,23.3275,70,AST-TRAIN-083
224,642.96,1590.82,1413.13,553.21,47.49,521.55,8.3961,23.2683,69,AST-TRAIN-083
225,642.69,1593.81,1410.19,553.61,47.56,521.39,8.4185,23.2881,68,AST-TRAIN-083
226,642.58,1586.3,1414.49,553.64,47.51,522.24,8.4038,23.3165,67,AST-TRAIN-083
227,643.1,1593.18,1411.67,553.18,47.53,521.41,8.4392,23.1085,66,AST-TRAIN-083
228,642.12,1585.73,1405.89,552.85,47.42,520.8,8.4483,23.3342,65,AST-TRAIN-083
229,642.05,1592.11,1407.48,553.79,47.48,521.57,8.4761,23.2795,64,AST-TRAIN-083
230,642.58,1593.14,1412.01,552.29,47.69,521.06,8.443,23.2512,63,AST-TRAIN-083
231,642.69,1589.46,1404.09,553.19,47.52,521.26,8.4417,23.2651,62,AST-TRAIN-083
232,643.22,1590.79,1411.45,552.48,47.54,521.81,8.4122,23.3113,61,AST-TRAIN-083
233,642.55,1589.18,1408.6,552.99,47.68,522.08,8.4467,23.3341,60,AST-TRAIN-083
234,642.23,1587.07,1419.57,553.09,47.57,521.67,8.4415,23.3323,59,AST-TRAIN-083
